filepath,filename,pred_top1_id,pred_top1_name,pred_top1_prob,pred_top2_id,pred_top2_name,pred_top2_prob,pred_top3_id,pred_top3_name,pred_top3_prob,pred_top4_id,pred_top4_name,pred_top4_prob,pred_top5_id,pred_top5_name,pred_top5_prob
todas_imagens\AFRICAN_PIED_HORNBILL__train__085.jpg,AFRICAN_PIED_HORNBILL__train__085.jpg,107,108.White_necked_Raven,27.51,24,025.Pelagic_Cormorant,24.2,29,030.Fish_Crow,15.27,43,044.Frigatebird,3.83,22,023.Brandt_Cormorant,3.54
todas_imagens\AFRICAN_PIED_HORNBILL__train__086.jpg,AFRICAN_PIED_HORNBILL__train__086.jpg,23,024.Red_faced_Cormorant,8.6,107,108.White_necked_Raven,5.73,80,081.Pied_Kingfisher,3.24,78,079.Belted_Kingfisher,2.77,187,188.Pileated_Woodpecker,2.53
todas_imagens\AFRICAN_PIED_HORNBILL__train__087.jpg,AFRICAN_PIED_HORNBILL__train__087.jpg,74,075.Green_Jay,19.32,17,018.Spotted_Catbird,8.32,105,106.Horned_Puffin,3.97,23,024.Red_faced_Cormorant,3.76,42,043.Yellow_bellied_Flycatcher,3.09
todas_imagens\AFRICAN_PIED_HORNBILL__train__088.jpg,AFRICAN_PIED_HORNBILL__train__088.jpg,23,024.Red_faced_Cormorant,27.02,107,108.White_necked_Raven,6.27,43,044.Frigatebird,3.58,187,188.Pileated_Woodpecker,2.73,105,106.Horned_Puffin,2.53
todas_imagens\AFRICAN_PIED_HORNBILL__train__089.jpg,AFRICAN_PIED_HORNBILL__train__089.jpg,23,024.Red_faced_Cormorant,36.38,24,025.Pelagic_Cormorant,6.89,22,023.Brandt_Cormorant,3.19,7,008.Rhinoceros_Auklet,2.33,120,121.Grasshopper_Sparrow,1.55
todas_imagens\AFRICAN_PIED_HORNBILL__train__090.jpg,AFRICAN_PIED_HORNBILL__train__090.jpg,23,024.Red_faced_Cormorant,36.14,43,044.Frigatebird,3.17,107,108.White_necked_Raven,2.73,31,032.Mangrove_Cuckoo,2.61,187,188.Pileated_Woodpecker,2.26
todas_imagens\AFRICAN_PIED_HORNBILL__train__091.jpg,AFRICAN_PIED_HORNBILL__train__091.jpg,24,025.Pelagic_Cormorant,53.98,23,024.Red_faced_Cormorant,17.63,22,023.Brandt_Cormorant,2.03,71,072.Pomarine_Jaeger,1.55,78,079.Belted_Kingfisher,1.02
todas_imagens\AFRICAN_PIED_HORNBILL__train__092.jpg,AFRICAN_PIED_HORNBILL__train__092.jpg,3,004.Groove_billed_Ani,11.55,23,024.Red_faced_Cormorant,8.45,159,160.Black_throated_Blue_Warbler,4.82,58,059.California_Gull,4.55,107,108.White_necked_Raven,3.23
todas_imagens\AFRICAN_PIED_HORNBILL__train__093.jpg,AFRICAN_PIED_HORNBILL__train__093.jpg,23,024.Red_faced_Cormorant,25.11,24,025.Pelagic_Cormorant,4.57,10,011.Rusty_Blackbird,3.7,43,044.Frigatebird,3.02,107,108.White_necked_Raven,2.99
todas_imagens\AFRICAN_PIED_HORNBILL__train__094.jpg,AFRICAN_PIED_HORNBILL__train__094.jpg,23,024.Red_faced_Cormorant,16.79,2,003.Sooty_Albatross,4.42,107,108.White_necked_Raven,3.45,43,044.Frigatebird,3.02,31,032.Mangrove_Cuckoo,2.8
todas_imagens\AFRICAN_PIED_HORNBILL__train__095.jpg,AFRICAN_PIED_HORNBILL__train__095.jpg,107,108.White_necked_Raven,13.35,23,024.Red_faced_Cormorant,7.55,43,044.Frigatebird,6.25,64,065.Slaty_backed_Gull,3.9,105,106.Horned_Puffin,3.09
todas_imagens\AFRICAN_PIED_HORNBILL__train__096.jpg,AFRICAN_PIED_HORNBILL__train__096.jpg,23,024.Red_faced_Cormorant,5.02,105,106.Horned_Puffin,3.99,43,044.Frigatebird,3.46,31,032.Mangrove_Cuckoo,3.37,107,108.White_necked_Raven,2.92
todas_imagens\AFRICAN_PIED_HORNBILL__train__097.jpg,AFRICAN_PIED_HORNBILL__train__097.jpg,3,004.Groove_billed_Ani,17.25,159,160.Black_throated_Blue_Warbler,13.47,6,007.Parakeet_Auklet,3.55,31,032.Mangrove_Cuckoo,3.45,20,021.Eastern_Towhee,2.86
todas_imagens\AFRICAN_PIED_HORNBILL__train__098.jpg,AFRICAN_PIED_HORNBILL__train__098.jpg,23,024.Red_faced_Cormorant,44.52,107,108.White_necked_Raven,5.74,187,188.Pileated_Woodpecker,5.35,7,008.Rhinoceros_Auklet,2.32,74,075.Green_Jay,2.06
todas_imagens\AFRICAN_PIED_HORNBILL__train__099.jpg,AFRICAN_PIED_HORNBILL__train__099.jpg,3,004.Groove_billed_Ani,11.3,31,032.Mangrove_Cuckoo,7.49,29,030.Fish_Crow,6.54,74,075.Green_Jay,5.32,23,024.Red_faced_Cormorant,4.19
todas_imagens\AFRICAN_PIED_HORNBILL__train__100.jpg,AFRICAN_PIED_HORNBILL__train__100.jpg,24,025.Pelagic_Cormorant,72.22,22,023.Brandt_Cormorant,4.81,23,024.Red_faced_Cormorant,4.8,107,108.White_necked_Raven,0.69,43,044.Frigatebird,0.48
todas_imagens\AFRICAN_PIED_HORNBILL__train__101.jpg,AFRICAN_PIED_HORNBILL__train__101.jpg,3,004.Groove_billed_Ani,19.65,159,160.Black_throated_Blue_Warbler,18.15,31,032.Mangrove_Cuckoo,7.78,74,075.Green_Jay,5.98,29,030.Fish_Crow,4.31
todas_imagens\AFRICAN_PIED_HORNBILL__train__102.jpg,AFRICAN_PIED_HORNBILL__train__102.jpg,23,024.Red_faced_Cormorant,7.07,17,018.Spotted_Catbird,4.26,42,043.Yellow_bellied_Flycatcher,3.33,80,081.Pied_Kingfisher,3.32,144,145.Elegant_Tern,2.95
todas_imagens\AFRICAN_PIED_HORNBILL__train__103.jpg,AFRICAN_PIED_HORNBILL__train__103.jpg,23,024.Red_faced_Cormorant,21.21,24,025.Pelagic_Cormorant,16.14,22,023.Brandt_Cormorant,13.73,29,030.Fish_Crow,3.03,52,053.Western_Grebe,2.71
todas_imagens\AFRICAN_PIED_HORNBILL__train__104.jpg,AFRICAN_PIED_HORNBILL__train__104.jpg,79,080.Green_Kingfisher,11.37,17,018.Spotted_Catbird,10.69,31,032.Mangrove_Cuckoo,8.15,80,081.Pied_Kingfisher,3.16,127,128.Seaside_Sparrow,2.82
todas_imagens\AFRICAN_PIED_HORNBILL__train__105.jpg,AFRICAN_PIED_HORNBILL__train__105.jpg,23,024.Red_faced_Cormorant,15.47,74,075.Green_Jay,3.77,105,106.Horned_Puffin,2.91,31,032.Mangrove_Cuckoo,2.78,107,108.White_necked_Raven,2.58
todas_imagens\AFRICAN_PIED_HORNBILL__train__106.jpg,AFRICAN_PIED_HORNBILL__train__106.jpg,23,024.Red_faced_Cormorant,52.46,22,023.Brandt_Cormorant,5.65,107,108.White_necked_Raven,3.02,24,025.Pelagic_Cormorant,1.88,43,044.Frigatebird,1.63
todas_imagens\AFRICAN_PIED_HORNBILL__train__107.jpg,AFRICAN_PIED_HORNBILL__train__107.jpg,23,024.Red_faced_Cormorant,32.79,150,151.Black_capped_Vireo,4.24,43,044.Frigatebird,2.68,107,108.White_necked_Raven,2.29,123,124.Le_Conte_Sparrow,2.27
todas_imagens\AFRICAN_PIED_HORNBILL__train__108.jpg,AFRICAN_PIED_HORNBILL__train__108.jpg,23,024.Red_faced_Cormorant,67.36,187,188.Pileated_Woodpecker,1.84,43,044.Frigatebird,1.4,7,008.Rhinoceros_Auklet,1.08,31,032.Mangrove_Cuckoo,1.04
todas_imagens\AFRICAN_PIED_HORNBILL__train__109.jpg,AFRICAN_PIED_HORNBILL__train__109.jpg,3,004.Groove_billed_Ani,77.49,31,032.Mangrove_Cuckoo,2.54,23,024.Red_faced_Cormorant,2.31,69,070.Green_Violetear,1.42,29,030.Fish_Crow,0.68
todas_imagens\AFRICAN_PIED_HORNBILL__train__110.jpg,AFRICAN_PIED_HORNBILL__train__110.jpg,22,023.Brandt_Cormorant,15.5,107,108.White_necked_Raven,13.05,23,024.Red_faced_Cormorant,7.38,43,044.Frigatebird,7.1,3,004.Groove_billed_Ani,6.86
todas_imagens\AFRICAN_PIED_HORNBILL__train__111.jpg,AFRICAN_PIED_HORNBILL__train__111.jpg,24,025.Pelagic_Cormorant,32.95,23,024.Red_faced_Cormorant,5.7,159,160.Black_throated_Blue_Warbler,3.74,25,026.Bronzed_Cowbird,3.7,3,004.Groove_billed_Ani,3.56
todas_imagens\AFRICAN_PIED_HORNBILL__train__112.jpg,AFRICAN_PIED_HORNBILL__train__112.jpg,29,030.Fish_Crow,19.09,24,025.Pelagic_Cormorant,13.92,22,023.Brandt_Cormorant,12.94,3,004.Groove_billed_Ani,4.7,43,044.Frigatebird,3.91
todas_imagens\AFRICAN_PIED_HORNBILL__train__113.jpg,AFRICAN_PIED_HORNBILL__train__113.jpg,23,024.Red_faced_Cormorant,12.17,187,188.Pileated_Woodpecker,5.42,31,032.Mangrove_Cuckoo,4.91,80,081.Pied_Kingfisher,3.31,7,008.Rhinoceros_Auklet,2.87
todas_imagens\AFRICAN_PIED_HORNBILL__train__114.jpg,AFRICAN_PIED_HORNBILL__train__114.jpg,23,024.Red_faced_Cormorant,75.1,107,108.White_necked_Raven,2.27,187,188.Pileated_Woodpecker,1.92,7,008.Rhinoceros_Auklet,0.87,31,032.Mangrove_Cuckoo,0.77
todas_imagens\AFRICAN_PIED_HORNBILL__train__115.jpg,AFRICAN_PIED_HORNBILL__train__115.jpg,31,032.Mangrove_Cuckoo,12.07,159,160.Black_throated_Blue_Warbler,9.69,79,080.Green_Kingfisher,4.57,24,025.Pelagic_Cormorant,4.12,8,009.Brewer_Blackbird,2.96
todas_imagens\AFRICAN_PIED_HORNBILL__train__116.jpg,AFRICAN_PIED_HORNBILL__train__116.jpg,23,024.Red_faced_Cormorant,72.49,7,008.Rhinoceros_Auklet,1.47,107,108.White_necked_Raven,1.14,97,098.Scott_Oriole,1.13,31,032.Mangrove_Cuckoo,0.96
todas_imagens\AFRICAN_PIED_HORNBILL__train__117.jpg,AFRICAN_PIED_HORNBILL__train__117.jpg,24,025.Pelagic_Cormorant,14.9,23,024.Red_faced_Cormorant,12.29,107,108.White_necked_Raven,9.5,64,065.Slaty_backed_Gull,3.36,3,004.Groove_billed_Ani,3.23
todas_imagens\AFRICAN_PIED_HORNBILL__train__118.jpg,AFRICAN_PIED_HORNBILL__train__118.jpg,23,024.Red_faced_Cormorant,9.94,107,108.White_necked_Raven,5.14,43,044.Frigatebird,3.45,99,100.Brown_Pelican,2.6,24,025.Pelagic_Cormorant,2.31
todas_imagens\AFRICAN_PIED_HORNBILL__train__119.jpg,AFRICAN_PIED_HORNBILL__train__119.jpg,23,024.Red_faced_Cormorant,17.43,43,044.Frigatebird,10.17,24,025.Pelagic_Cormorant,7.95,107,108.White_necked_Raven,5.24,99,100.Brown_Pelican,3.58
todas_imagens\AFRICAN_PIED_HORNBILL__train__120.jpg,AFRICAN_PIED_HORNBILL__train__120.jpg,23,024.Red_faced_Cormorant,33.58,24,025.Pelagic_Cormorant,14.0,31,032.Mangrove_Cuckoo,7.09,107,108.White_necked_Raven,5.53,3,004.Groove_billed_Ani,4.73
todas_imagens\AFRICAN_PIED_HORNBILL__train__121.jpg,AFRICAN_PIED_HORNBILL__train__121.jpg,22,023.Brandt_Cormorant,34.55,24,025.Pelagic_Cormorant,33.0,23,024.Red_faced_Cormorant,11.15,52,053.Western_Grebe,1.86,127,128.Seaside_Sparrow,1.17
todas_imagens\AFRICAN_PIED_HORNBILL__train__122.jpg,AFRICAN_PIED_HORNBILL__train__122.jpg,23,024.Red_faced_Cormorant,6.56,31,032.Mangrove_Cuckoo,3.51,144,145.Elegant_Tern,3.27,112,113.Baird_Sparrow,2.99,74,075.Green_Jay,2.49
todas_imagens\AFRICAN_PIED_HORNBILL__train__123.jpg,AFRICAN_PIED_HORNBILL__train__123.jpg,76,077.Tropical_Kingbird,34.58,97,098.Scott_Oriole,6.56,102,103.Sayornis,4.76,42,043.Yellow_bellied_Flycatcher,4.07,107,108.White_necked_Raven,3.51
todas_imagens\AFRICAN_PIED_HORNBILL__train__124.jpg,AFRICAN_PIED_HORNBILL__train__124.jpg,74,075.Green_Jay,15.57,113,114.Black_throated_Sparrow,5.46,159,160.Black_throated_Blue_Warbler,5.44,3,004.Groove_billed_Ani,3.93,97,098.Scott_Oriole,3.69
todas_imagens\AFRICAN_PIED_HORNBILL__train__125.jpg,AFRICAN_PIED_HORNBILL__train__125.jpg,23,024.Red_faced_Cormorant,16.81,31,032.Mangrove_Cuckoo,16.21,3,004.Groove_billed_Ani,4.76,22,023.Brandt_Cormorant,4.08,24,025.Pelagic_Cormorant,3.49
todas_imagens\AFRICAN_PIED_HORNBILL__train__126.jpg,AFRICAN_PIED_HORNBILL__train__126.jpg,159,160.Black_throated_Blue_Warbler,10.37,74,075.Green_Jay,5.69,3,004.Groove_billed_Ani,4.97,31,032.Mangrove_Cuckoo,3.93,29,030.Fish_Crow,3.5
todas_imagens\AFRICAN_PIED_HORNBILL__train__127.jpg,AFRICAN_PIED_HORNBILL__train__127.jpg,159,160.Black_throated_Blue_Warbler,14.4,75,076.Dark_eyed_Junco,5.7,58,059.California_Gull,3.2,23,024.Red_faced_Cormorant,3.17,92,093.Clark_Nutcracker,3.08
todas_imagens\AFRICAN_PIED_HORNBILL__train__128.jpg,AFRICAN_PIED_HORNBILL__train__128.jpg,31,032.Mangrove_Cuckoo,10.28,159,160.Black_throated_Blue_Warbler,7.35,42,043.Yellow_bellied_Flycatcher,5.49,74,075.Green_Jay,4.58,190,191.Red_headed_Woodpecker,3.45
todas_imagens\AFRICAN_PIED_HORNBILL__train__129.jpg,AFRICAN_PIED_HORNBILL__train__129.jpg,74,075.Green_Jay,24.91,159,160.Black_throated_Blue_Warbler,13.18,25,026.Bronzed_Cowbird,5.82,150,151.Black_capped_Vireo,2.03,113,114.Black_throated_Sparrow,1.81
todas_imagens\AFRICAN_PIED_HORNBILL__train__130.jpg,AFRICAN_PIED_HORNBILL__train__130.jpg,23,024.Red_faced_Cormorant,17.47,31,032.Mangrove_Cuckoo,3.5,94,095.Baltimore_Oriole,2.83,123,124.Le_Conte_Sparrow,2.55,107,108.White_necked_Raven,2.32
todas_imagens\AFRICAN_PIED_HORNBILL__train__131.jpg,AFRICAN_PIED_HORNBILL__train__131.jpg,23,024.Red_faced_Cormorant,37.96,22,023.Brandt_Cormorant,28.98,24,025.Pelagic_Cormorant,3.48,187,188.Pileated_Woodpecker,2.09,43,044.Frigatebird,1.87
todas_imagens\AFRICAN_PIED_HORNBILL__train__132.jpg,AFRICAN_PIED_HORNBILL__train__132.jpg,23,024.Red_faced_Cormorant,17.49,187,188.Pileated_Woodpecker,15.78,31,032.Mangrove_Cuckoo,6.41,107,108.White_necked_Raven,2.47,3,004.Groove_billed_Ani,2.02
todas_imagens\AFRICAN_PIED_HORNBILL__train__133.jpg,AFRICAN_PIED_HORNBILL__train__133.jpg,107,108.White_necked_Raven,18.86,105,106.Horned_Puffin,8.26,24,025.Pelagic_Cormorant,7.58,23,024.Red_faced_Cormorant,5.76,43,044.Frigatebird,2.44
todas_imagens\AFRICAN_PIED_HORNBILL__train__134.jpg,AFRICAN_PIED_HORNBILL__train__134.jpg,23,024.Red_faced_Cormorant,45.57,187,188.Pileated_Woodpecker,24.87,107,108.White_necked_Raven,2.68,22,023.Brandt_Cormorant,1.96,24,025.Pelagic_Cormorant,1.57
todas_imagens\AFRICAN_PIED_HORNBILL__train__135.jpg,AFRICAN_PIED_HORNBILL__train__135.jpg,159,160.Black_throated_Blue_Warbler,29.6,26,027.Shiny_Cowbird,4.56,75,076.Dark_eyed_Junco,4.17,113,114.Black_throated_Sparrow,3.5,111,112.Great_Grey_Shrike,3.44
todas_imagens\AFRICAN_PIED_HORNBILL__train__136.jpg,AFRICAN_PIED_HORNBILL__train__136.jpg,23,024.Red_faced_Cormorant,8.0,107,108.White_necked_Raven,5.56,105,106.Horned_Puffin,4.51,78,079.Belted_Kingfisher,3.55,74,075.Green_Jay,3.28
todas_imagens\AFRICAN_PIED_HORNBILL__train__137.jpg,AFRICAN_PIED_HORNBILL__train__137.jpg,23,024.Red_faced_Cormorant,19.63,107,108.White_necked_Raven,5.32,105,106.Horned_Puffin,3.26,43,044.Frigatebird,2.79,112,113.Baird_Sparrow,1.95
todas_imagens\AFRICAN_PIED_HORNBILL__train__138.jpg,AFRICAN_PIED_HORNBILL__train__138.jpg,23,024.Red_faced_Cormorant,36.16,187,188.Pileated_Woodpecker,18.98,107,108.White_necked_Raven,3.83,7,008.Rhinoceros_Auklet,3.21,3,004.Groove_billed_Ani,2.11
todas_imagens\AFRICAN_PIED_HORNBILL__train__139.jpg,AFRICAN_PIED_HORNBILL__train__139.jpg,23,024.Red_faced_Cormorant,17.73,3,004.Groove_billed_Ani,6.88,31,032.Mangrove_Cuckoo,5.16,107,108.White_necked_Raven,3.22,74,075.Green_Jay,2.57
todas_imagens\AFRICAN_PIED_HORNBILL__train__140.jpg,AFRICAN_PIED_HORNBILL__train__140.jpg,31,032.Mangrove_Cuckoo,9.08,159,160.Black_throated_Blue_Warbler,5.58,74,075.Green_Jay,4.84,23,024.Red_faced_Cormorant,4.78,3,004.Groove_billed_Ani,4.3
todas_imagens\AFRICAN_PIED_HORNBILL__train__141.jpg,AFRICAN_PIED_HORNBILL__train__141.jpg,3,004.Groove_billed_Ani,15.02,31,032.Mangrove_Cuckoo,5.52,23,024.Red_faced_Cormorant,3.64,8,009.Brewer_Blackbird,3.31,26,027.Shiny_Cowbird,3.23
todas_imagens\AFRICAN_PIED_HORNBILL__train__142.jpg,AFRICAN_PIED_HORNBILL__train__142.jpg,31,032.Mangrove_Cuckoo,7.16,17,018.Spotted_Catbird,5.94,80,081.Pied_Kingfisher,5.32,79,080.Green_Kingfisher,4.87,127,128.Seaside_Sparrow,4.26
todas_imagens\AFRICAN_PIED_HORNBILL__train__143.jpg,AFRICAN_PIED_HORNBILL__train__143.jpg,23,024.Red_faced_Cormorant,10.33,10,011.Rusty_Blackbird,8.19,26,027.Shiny_Cowbird,6.69,159,160.Black_throated_Blue_Warbler,5.78,144,145.Elegant_Tern,2.92
todas_imagens\AFRICAN_PIED_HORNBILL__train__144.jpg,AFRICAN_PIED_HORNBILL__train__144.jpg,31,032.Mangrove_Cuckoo,5.52,23,024.Red_faced_Cormorant,5.31,7,008.Rhinoceros_Auklet,4.02,80,081.Pied_Kingfisher,3.51,24,025.Pelagic_Cormorant,3.3
todas_imagens\AFRICAN_PIED_HORNBILL__train__145.jpg,AFRICAN_PIED_HORNBILL__train__145.jpg,23,024.Red_faced_Cormorant,53.16,107,108.White_necked_Raven,5.72,187,188.Pileated_Woodpecker,4.86,43,044.Frigatebird,2.13,7,008.Rhinoceros_Auklet,1.92
todas_imagens\AFRICAN_PIED_HORNBILL__train__146.jpg,AFRICAN_PIED_HORNBILL__train__146.jpg,23,024.Red_faced_Cormorant,9.06,105,106.Horned_Puffin,7.18,107,108.White_necked_Raven,5.64,180,181.Worm_eating_Warbler,4.34,112,113.Baird_Sparrow,3.99
todas_imagens\AFRICAN_PIED_HORNBILL__train__147.jpg,AFRICAN_PIED_HORNBILL__train__147.jpg,77,078.Gray_Kingbird,8.83,33,034.Gray_crowned_Rosy_Finch,7.11,3,004.Groove_billed_Ani,3.27,113,114.Black_throated_Sparrow,2.91,32,033.Yellow_billed_Cuckoo,2.59
todas_imagens\AFRICAN_PIED_HORNBILL__train__148.jpg,AFRICAN_PIED_HORNBILL__train__148.jpg,3,004.Groove_billed_Ani,16.03,107,108.White_necked_Raven,5.85,31,032.Mangrove_Cuckoo,4.28,58,059.California_Gull,3.97,23,024.Red_faced_Cormorant,2.81
todas_imagens\AFRICAN_PIED_HORNBILL__train__149.jpg,AFRICAN_PIED_HORNBILL__train__149.jpg,31,032.Mangrove_Cuckoo,11.35,107,108.White_necked_Raven,8.72,99,100.Brown_Pelican,7.46,24,025.Pelagic_Cormorant,3.74,29,030.Fish_Crow,2.92
todas_imagens\AFRICAN_PIED_HORNBILL__train__150.jpg,AFRICAN_PIED_HORNBILL__train__150.jpg,24,025.Pelagic_Cormorant,11.96,31,032.Mangrove_Cuckoo,4.94,7,008.Rhinoceros_Auklet,4.57,114,115.Brewer_Sparrow,4.17,80,081.Pied_Kingfisher,3.57
todas_imagens\AFRICAN_PIED_HORNBILL__train__151.jpg,AFRICAN_PIED_HORNBILL__train__151.jpg,31,032.Mangrove_Cuckoo,15.53,187,188.Pileated_Woodpecker,10.64,3,004.Groove_billed_Ani,6.94,23,024.Red_faced_Cormorant,5.28,43,044.Frigatebird,3.11
todas_imagens\AFRICAN_PIED_HORNBILL__train__152.jpg,AFRICAN_PIED_HORNBILL__train__152.jpg,23,024.Red_faced_Cormorant,8.92,54,055.Evening_Grosbeak,4.91,74,075.Green_Jay,4.79,31,032.Mangrove_Cuckoo,3.87,123,124.Le_Conte_Sparrow,2.44
todas_imagens\AFRICAN_PIED_HORNBILL__train__153.jpg,AFRICAN_PIED_HORNBILL__train__153.jpg,23,024.Red_faced_Cormorant,23.26,187,188.Pileated_Woodpecker,6.23,3,004.Groove_billed_Ani,4.58,74,075.Green_Jay,2.96,105,106.Horned_Puffin,2.84
todas_imagens\AFRICAN_PIED_HORNBILL__train__154.jpg,AFRICAN_PIED_HORNBILL__train__154.jpg,23,024.Red_faced_Cormorant,12.46,107,108.White_necked_Raven,5.95,105,106.Horned_Puffin,4.78,7,008.Rhinoceros_Auklet,2.52,31,032.Mangrove_Cuckoo,2.29
todas_imagens\AFRICAN_PIED_HORNBILL__train__155.jpg,AFRICAN_PIED_HORNBILL__train__155.jpg,31,032.Mangrove_Cuckoo,12.83,127,128.Seaside_Sparrow,6.65,149,150.Sage_Thrasher,5.6,73,074.Florida_Jay,5.11,193,194.Cactus_Wren,4.64
todas_imagens\AFRICAN_PIED_HORNBILL__train__156.jpg,AFRICAN_PIED_HORNBILL__train__156.jpg,97,098.Scott_Oriole,13.42,74,075.Green_Jay,9.54,31,032.Mangrove_Cuckoo,8.24,76,077.Tropical_Kingbird,6.27,3,004.Groove_billed_Ani,4.81
todas_imagens\AFRICAN_PIED_HORNBILL__train__157.jpg,AFRICAN_PIED_HORNBILL__train__157.jpg,23,024.Red_faced_Cormorant,25.81,187,188.Pileated_Woodpecker,18.68,159,160.Black_throated_Blue_Warbler,3.86,190,191.Red_headed_Woodpecker,1.94,31,032.Mangrove_Cuckoo,1.64
todas_imagens\AFRICAN_PIED_HORNBILL__train__158.jpg,AFRICAN_PIED_HORNBILL__train__158.jpg,23,024.Red_faced_Cormorant,31.79,187,188.Pileated_Woodpecker,11.44,36,037.Acadian_Flycatcher,2.24,159,160.Black_throated_Blue_Warbler,2.07,69,070.Green_Violetear,1.99
todas_imagens\AFRICAN_PIED_HORNBILL__train__159.jpg,AFRICAN_PIED_HORNBILL__train__159.jpg,23,024.Red_faced_Cormorant,83.55,24,025.Pelagic_Cormorant,3.22,187,188.Pileated_Woodpecker,2.34,107,108.White_necked_Raven,0.44,26,027.Shiny_Cowbird,0.42
todas_imagens\AFRICAN_PIED_HORNBILL__train__160.jpg,AFRICAN_PIED_HORNBILL__train__160.jpg,23,024.Red_faced_Cormorant,15.57,107,108.White_necked_Raven,9.07,100,101.White_Pelican,4.87,105,106.Horned_Puffin,4.61,24,025.Pelagic_Cormorant,3.69
todas_imagens\AFRICAN_PIED_HORNBILL__train__161.jpg,AFRICAN_PIED_HORNBILL__train__161.jpg,23,024.Red_faced_Cormorant,24.38,107,108.White_necked_Raven,11.67,105,106.Horned_Puffin,7.69,43,044.Frigatebird,5.54,187,188.Pileated_Woodpecker,2.21
todas_imagens\AFRICAN_PIED_HORNBILL__train__162.jpg,AFRICAN_PIED_HORNBILL__train__162.jpg,23,024.Red_faced_Cormorant,37.23,107,108.White_necked_Raven,5.99,187,188.Pileated_Woodpecker,5.01,7,008.Rhinoceros_Auklet,3.21,31,032.Mangrove_Cuckoo,1.92
todas_imagens\AFRICAN_PIED_HORNBILL__train__163.jpg,AFRICAN_PIED_HORNBILL__train__163.jpg,23,024.Red_faced_Cormorant,37.95,187,188.Pileated_Woodpecker,5.67,43,044.Frigatebird,2.35,74,075.Green_Jay,1.77,107,108.White_necked_Raven,1.72
todas_imagens\AFRICAN_PIED_HORNBILL__train__164.jpg,AFRICAN_PIED_HORNBILL__train__164.jpg,23,024.Red_faced_Cormorant,38.39,24,025.Pelagic_Cormorant,11.57,31,032.Mangrove_Cuckoo,4.28,160,161.Blue_winged_Warbler,3.3,187,188.Pileated_Woodpecker,3.13
todas_imagens\AFRICAN_PIED_HORNBILL__train__165.jpg,AFRICAN_PIED_HORNBILL__train__165.jpg,23,024.Red_faced_Cormorant,12.04,43,044.Frigatebird,3.43,107,108.White_necked_Raven,2.76,150,151.Black_capped_Vireo,2.14,24,025.Pelagic_Cormorant,2.01
todas_imagens\AFRICAN_PIED_HORNBILL__train__166.jpg,AFRICAN_PIED_HORNBILL__train__166.jpg,23,024.Red_faced_Cormorant,17.31,31,032.Mangrove_Cuckoo,8.64,107,108.White_necked_Raven,8.19,3,004.Groove_billed_Ani,3.96,22,023.Brandt_Cormorant,2.88
todas_imagens\AFRICAN_PIED_HORNBILL__train__167.jpg,AFRICAN_PIED_HORNBILL__train__167.jpg,23,024.Red_faced_Cormorant,41.79,144,145.Elegant_Tern,5.78,97,098.Scott_Oriole,2.61,11,012.Yellow_headed_Blackbird,2.39,74,075.Green_Jay,1.89
todas_imagens\AFRICAN_PIED_HORNBILL__train__168.jpg,AFRICAN_PIED_HORNBILL__train__168.jpg,3,004.Groove_billed_Ani,10.57,20,021.Eastern_Towhee,9.39,23,024.Red_faced_Cormorant,6.43,24,025.Pelagic_Cormorant,2.69,107,108.White_necked_Raven,2.25
todas_imagens\AFRICAN_PIED_HORNBILL__train__169.jpg,AFRICAN_PIED_HORNBILL__train__169.jpg,3,004.Groove_billed_Ani,24.01,31,032.Mangrove_Cuckoo,6.94,107,108.White_necked_Raven,4.7,23,024.Red_faced_Cormorant,4.29,159,160.Black_throated_Blue_Warbler,4.03
todas_imagens\AFRICAN_PIED_HORNBILL__train__170.jpg,AFRICAN_PIED_HORNBILL__train__170.jpg,23,024.Red_faced_Cormorant,17.9,127,128.Seaside_Sparrow,5.6,3,004.Groove_billed_Ani,4.44,97,098.Scott_Oriole,2.73,43,044.Frigatebird,2.29
todas_imagens\AFRICAN_PIED_HORNBILL__train__171.jpg,AFRICAN_PIED_HORNBILL__train__171.jpg,23,024.Red_faced_Cormorant,10.97,3,004.Groove_billed_Ani,5.77,74,075.Green_Jay,5.61,107,108.White_necked_Raven,3.75,144,145.Elegant_Tern,3.48
todas_imagens\AFRICAN_PIED_HORNBILL__train__172.jpg,AFRICAN_PIED_HORNBILL__train__172.jpg,159,160.Black_throated_Blue_Warbler,14.75,6,007.Parakeet_Auklet,5.06,127,128.Seaside_Sparrow,4.89,20,021.Eastern_Towhee,4.21,23,024.Red_faced_Cormorant,4.1
todas_imagens\AFRICAN_PIED_HORNBILL__train__173.jpg,AFRICAN_PIED_HORNBILL__train__173.jpg,189,190.Red_cockaded_Woodpecker,14.58,27,028.Brown_Creeper,10.28,188,189.Red_bellied_Woodpecker,7.26,109,110.Geococcyx,6.28,17,018.Spotted_Catbird,5.53
todas_imagens\AFRICAN_PIED_HORNBILL__train__174.jpg,AFRICAN_PIED_HORNBILL__train__174.jpg,23,024.Red_faced_Cormorant,12.51,22,023.Brandt_Cormorant,6.43,7,008.Rhinoceros_Auklet,4.15,107,108.White_necked_Raven,3.94,43,044.Frigatebird,3.78
